NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
cellular ketone metabolic process	-0.039062500000001076	0.3448275862068964	0.2578124999999992	-0.043956043956042114	0.17391304347826145	0.19718309859154967	0.2562277580071169	0.2708803611738153	0.19718309859154967	0.21026894865525733	0.07529843893480284	0.16939890710382544	-0.014957264957265204	0.004192872117401134	0.27619047619047593	0.16271186440678004	0.16820276497695824	0.20626631853785896	0.19249999999999962	-0.04827586206896504	0.14481409001956885	-0.043956043956042114	-0.06399999999999932	-0.052117263843647656	-0.08290155440414555	0.21917808219178023	0.11735941320293529	0.07792207792207768	0.32142857142857123	0.0602150537634408	0.12948207171314727	0.19089574155653438	0.7912087912087911	0.16939890710382544	0.19089574155653438	-0.03347280334727998	-0.039062500000001076	-0.027027027027026765	-0.05555555555555618	0.11753554502369658	0.37362637362637413	0.16271186440678004	0.12964563526361284	0.11753554502369658	-0.0722347629796832	0.29865771812080466	-0.043956043956042114	-0.039062500000001076	-0.014957264957265204	0.15799614643545265	0.2293706293706292	0.4435146443514634	0.3631284916201121	-0.052117263843647656	-0.05865102639296014	0.1574279379157429	-0.05555555555555618	0.05598320503848866	0.1253672869735555	0.14414414414414414	-0.027027027027026765	1.0	-0.03347280334727998	0.13636363636363644	-0.052117263843647656	-0.039062500000001076	0.07766990291262138	0.0602150537634408	0.010680907877169934	-0.05456255879586076	0.030612244897960685	0.20626631853785896	0.48648648648648585	0.28451882845188287	0.2158730158730155	0.20710973724884008	0.2452504317789283	0.1068376068376073	0.16313213703099524	0.1992337164750957	-0.07042253521126689	0.09257898603967664	0.15355450236966814	0.2213114754098356	-0.027027027027026765	0.1483771251931991	-0.027027027027026765	0.08275862068965549	0.48648648648648585	-0.027027027027026765	0.11019283746556496	0.21379310344827623	0.07766990291262138	0.13373860182370834
mitochondrial nucleoid	-0.026684456304203005	-0.030684931506851025	-0.026684456304203005	-0.02888086642599384	-0.039363241678725645	-0.03835091083413263	0.03564177757726239	0.06500607533414171	-0.03835091083413263	-0.0377612946729601	0.06261859582542703	0.12568035625927712	0.12570145903479202	0.338308457711443	-0.04247787610619426	7.968127490045509E-4	0.0019003664992533113	0.009704179057755653	0.006850335070736876	-0.030684931506851025	-0.04056795131845878	-0.02888086642599384	0.093181818181818	0.13983903420523064	0.25587467362924277	-0.04056795131845878	-0.0377612946729601	-0.020348837209302573	-0.03710310381733791	-0.018840579710145272	-0.005766347595433666	0.01829924650161485	-0.02888086642599384	0.06927263730826327	0.01829924650161485	0.23203592814371074	-0.026684456304203005	-0.020460358056263877	-0.03347280334727998	-0.008078602620087654	-0.02888086642599384	0.046215139442231205	0.021700532649437627	-0.008078602620087654	0.06500607533414171	-0.04202563563773938	0.17689530685920654	-0.026684456304203005	0.040404040404040026	-0.007335778592863735	0.014576271186440413	-0.023952095808382447	-0.03552684699233027	-0.03219315895372127	-0.034572169403630386	-2.599766021054329E-4	-0.03347280334727998	-0.01961399654793613	-0.0065655422232277156	-0.020460358056263877	0.2710997442455282	-0.03347280334727998	1.0	-0.04090577063550104	-0.03219315895372127	-0.026684456304203005	-0.026752273943285113	-0.018840579710145272	0.17603597815611938	0.023058314890112647	0.08490902604352424	-0.04382532477696078	-0.020460358056263877	-0.023952095808382447	0.024778761061947926	0.08765243902439036	0.032637075718014885	0.040404040404040026	-0.04225924420967152	0.06043956043956083	0.07094918504314547	0.010253018025467313	0.029257641921397418	0.06927263730826327	-0.020460358056263877	0.022484756097560486	0.2710997442455282	-0.030684931506851025	-0.020460358056263877	-0.020460358056263877	-0.009487666034155507	-0.030684931506851025	-0.026752273943285113	-0.004936530324401027
sequence-specific DNA binding	-0.04957507082153059	0.3911882510013349	0.35410764872521294	-0.057731958762886	0.8817427385892116	0.8143322475570027	0.7392497712717289	0.7278514588859415	0.8143322475570027	0.7148415786548085	0.46547314578005133	0.7385321100917432	-0.1647509578544059	-0.12785388127853803	0.17811704834605563	0.5634365634365633	0.5763513513513513	0.6624722427831236	0.6319942611190816	-0.06542056074766392	0.03014098201263914	-0.057731958762886	-0.09807355516637511	-0.07268007787151175	-0.15074024226110364	0.47350510452114686	-0.04558087826570315	0.29787234042553173	0.4806378132118455	0.3228511530398322	0.516949152542373	0.6562123039806996	0.1773195876288665	0.6077981651376145	0.6562123039806996	-0.04090577063550104	-0.04957507082153059	-0.03167420814479607	-0.07954545454545521	0.4520827264782988	0.0989690721649489	0.5634365634365633	0.42861013275535087	0.4520827264782988	-0.1188328912466839	0.14700704225352063	-0.057731958762886	-0.04957507082153059	-0.1647509578544059	0.49557522123893794	0.6233968130586861	0.2089116143170185	0.4538922155688625	-0.07268007787151175	-0.08604794099569693	0.5508864084044649	0.13636363636363644	0.3101164649463349	0.47206453540484017	-0.03167420814479607	0.14027149321266993	0.13636363636363644	-0.04090577063550104	1.0	0.3711875405580792	0.19263456090651618	0.18481848184818475	0.3228511530398322	-0.17901466716810788	-0.1507652230543797	-0.10364464692482966	-0.09696521095484842	0.05429864253393689	0.12563915266617906	0.7099236641221374	0.6913785922532277	0.7698519515477791	0.3448275862068967	0.3844492440604754	0.5639344262295082	-0.11400651465798056	0.33610648918469227	0.4852898339644625	0.6077981651376145	-0.03167420814479607	0.45397750937109504	0.14027149321266993	-0.06542056074766392	0.14027149321266993	-0.03167420814479607	0.43307757885763004	0.4672897196261677	0.18481848184818475	0.5280588776448939
regulation of transcription from RNA polymerase II promoter in response to stress	-0.03733084461035961	0.09376273950265121	0.12225851609892503	-0.04177545691905866	0.3592305770671988	0.30544272948822043	0.3413744171903509	0.3778586278586273	0.3980503655564585	0.3233465234595818	0.19223659889094283	0.3405830633965756	-0.04530744336569615	-0.06926406926406856	-0.07779578606158877	0.2619954303122622	0.26932539168716796	0.3203297512144856	0.301844291144587	-0.04565837749694234	-0.07162041181736861	-0.04177545691905866	-0.05947955390334584	-0.04907975460122796	-0.0754716981132077	0.3111011638316909	-0.06331260599208571	0.11560693641618497	0.14070351758793884	0.12643678160919525	0.21778422403213227	0.2043868394815561	-0.04177545691905866	0.18232299861175344	0.2043868394815561	-0.03219315895372127	-0.03733084461035961	-0.026186579378069674	-0.052117263843647656	0.2019516334323293	-0.04177545691905866	0.2619954303122622	0.17455107163545064	0.2019516334323293	-0.06652806652806606	-0.07629219912263906	-0.04177545691905866	-0.03733084461035961	-0.08629989212513478	0.2070527337431249	0.1893173198482924	0.13983903420523064	0.16531077123332305	-0.04907975460122796	-0.054832076764907964	0.2549483381053155	0.5667752442996736	0.12089110453341635	0.21232726475104186	-0.026186579378069674	0.16039279869067188	-0.052117263843647656	-0.03219315895372127	0.3711875405580792	1.0	0.7606159589360699	0.06892837910608501	0.12643678160919525	-0.08195239529978943	-0.06023029229406551	-0.061483890038428364	-0.08243780362137465	-0.026186579378069674	-0.03219315895372127	0.23014586709886567	0.22109320252277467	0.2606132075471691	0.20064724919093818	0.23971841422749218	0.16321243523316004	-0.06498781478472843	0.1322638729743	0.2019516334323293	0.18232299861175344	-0.026186579378069674	0.3409250175192708	0.16039279869067188	-0.04565837749694234	-0.026186579378069674	-0.026186579378069674	0.19223659889094283	0.37260497350183563	0.06892837910608501	0.22343324250681187
regulation of transcription from RNA polymerase II promoter in response to oxidative stress	-0.030120481927712116	-0.03531786074672164	-0.030120481927712116	-0.032948929159798884	0.14309576837416407	0.05871559633027434	0.17463799912242192	0.15272515301661282	0.16330275229357724	0.06497266001929947	0.12252591894439198	0.22373540856031154	-0.05555555555555627	-0.047961630695442244	-0.051903114186850695	0.16935801496652225	0.17435622317596583	0.2095531587057012	0.19671168526130378	-0.03531786074672164	-0.04907975460122741	-0.032948929159798884	-0.0430570505920348	-0.03733084461035961	-0.050858232676414934	0.20269938650306643	-0.04503055644901717	0.07256894049346856	0.07191316146540146	0.07953723788864764	0.1395242451967064	0.06754617414248083	-0.032948929159798884	0.05739299610894874	0.06754617414248083	-0.026684456304203005	-0.030120481927712116	-0.022421524663678565	-0.039062500000001076	0.12896932914273315	-0.032948929159798884	0.16935801496652225	0.11086039438830557	0.12896932914273315	-0.04663363450888993	-0.051229508196722125	-0.032948929159798884	-0.030120481927712116	-0.05555555555555627	0.13236267372600927	0.06059597136673836	-0.026684456304203005	0.08834729626808735	-0.03733084461035961	-0.04056795131845601	0.16456672666495248	0.7031250000000006	0.07596522828725823	0.1358787198203256	-0.022421524663678565	-0.022421524663678565	-0.039062500000001076	-0.026684456304203005	0.19263456090651618	0.7606159589360699	1.0	0.04287245444801722	0.07953723788864764	-0.053720966977404985	-0.0417139907072793	-0.04409769335142566	-0.05392912172573159	-0.022421524663678565	-0.026684456304203005	0.07958477508650565	0.07533097147119107	0.09408773045136638	0.11333333333333273	0.15195397738543961	0.04871447902570997	-0.045871559633028455	0.083298969072165	0.12896932914273315	0.05739299610894874	-0.022421524663678565	0.26664180495990963	0.23318385650224052	-0.03531786074672164	-0.022421524663678565	-0.022421524663678565	0.12252591894439198	0.1372351160443984	0.04287245444801722	0.14330653617616207
cellular biosynthetic process	0.04287245444801722	0.06021505376344086	0.04287245444801722	0.010735373054213723	0.1486338797814207	0.13071895424836613	0.20309050772626946	0.13966175668303332	0.13071895424836613	0.1218053289831431	0.3036649214659686	0.25364758698092016	-0.08820160366552118	0.03284072249589499	0.19777777777777789	0.38290598290598293	0.3731513083048918	0.31531531531531537	0.33446327683615806	0.06021505376344086	0.1339923119165293	0.051529790660225526	-0.08130081300813008	-0.033387183629510035	-0.03980099502487564	0.15485996705107075	0.1218053289831431	0.7356321839080459	0.11292073832790445	0.44084084084084074	0.4302191464821223	0.2680067001675042	0.051529790660225526	0.25364758698092016	0.2680067001675042	0.03424291064740508	-0.018220793140407306	-0.03525641025641021	0.03667745415318234	0.4823188405797101	0.051529790660225526	0.3612535612535613	0.41007615700058586	0.4823188405797101	-0.10911074740861969	0.20044296788482843	-0.030059044551798076	0.04287245444801722	-0.24054982817869414	0.47222222222222227	0.28683473389355735	0.03424291064740508	0.09523809523809529	0.007539041464727984	0.08643976229065366	0.39269406392694073	0.03667745415318234	0.7136829415310428	0.4621606008087811	0.025641025641025682	0.025641025641025682	0.07766990291262138	-0.026752273943285113	0.18481848184818475	0.06892837910608501	0.04287245444801722	1.0	0.6918918918918918	-0.05733558178752103	-0.18749999999999994	-0.0521172638436482	0.31531531531531537	0.025641025641025682	0.03424291064740508	0.2400000000000001	0.22815804117974403	0.21227197346600327	0.15120274914089338	0.14642262895174718	0.260575296108291	-0.09694989106753808	0.28366247755834834	0.4602898550724637	0.2749719416386084	0.025641025641025682	0.14357262103505844	0.025641025641025682	0.06021505376344086	0.025641025641025682	0.025641025641025682	0.5026178010471204	0.06021505376344086	1.0	0.44214162348877367
cellular nitrogen compound biosynthetic process	-0.05784526391901659	0.11087113030957546	0.07953723788864764	0.04040404040404053	0.263565891472868	0.2335456475583867	0.3521224773834379	0.24858757062146908	0.2335456475583867	0.21843971631205672	0.5281045751633987	0.44308111792774363	-0.0492348636061211	0.06469760900140636	0.20013802622498283	0.6184738955823292	0.6049631120053653	0.5227427019687714	0.5503718728870858	-0.08063354931605472	-0.06442577030812313	0.04040404040404053	-0.08262108262108288	-0.03735632183908063	0.050000000000000024	0.2549019607843138	-0.05106382978723407	0.7619047619047619	0.17626154939587763	0.7121212121212122	0.6864686468646863	0.4526748971193415	0.09523809523809536	0.44308111792774363	0.4526748971193415	0.06376811594202891	-0.0028922631959508037	-0.03485838779956447	-0.10322580645161294	0.7506561679790026	0.04040404040404053	0.5930388219544847	0.6303501945525292	0.7506561679790026	-0.10028248587570626	0.1968121968121967	-0.014430014430014291	-0.05784526391901659	-0.3273453093812375	0.6877054569362263	0.42896174863387987	0.06376811594202891	0.1456102783725909	-0.09195402298850593	0.15736766809728187	0.6319305277221111	0.0602150537634408	0.7610062893081762	0.7246376811594203	-0.007262164124909155	0.047930283224400946	0.0602150537634408	-0.018840579710145272	0.3228511530398322	0.12643678160919525	0.07953723788864764	0.6918918918918918	1.0	-0.03401360544217679	-0.2755399883245769	-0.03980099502487576	-0.0190088255261372	0.047930283224400946	0.008695652173912962	0.40993788819875787	0.39807162534435236	0.3666666666666667	0.20359281437125745	0.18533886583679113	0.4078590785907857	-0.08917197452229264	0.4942965779467679	0.6758530183727032	0.41717791411042937	0.047930283224400946	0.24104683195592258	0.047930283224400946	0.02879769618430524	0.047930283224400946	0.047930283224400946	0.726797385620915	0.11087113030957546	0.6918918918918918	0.6984126984126984
mitochondrial part	-0.053720966977404985	-0.07283856159143023	-0.053720966977404985	0.20242537313432887	-0.15280898876404483	-0.13860578883000338	-0.1493339850910425	-0.09997319753417232	-0.13860578883000338	-0.13120176405733192	-0.022151898734177	-0.09508303484207062	0.8199827734711455	0.6431924882629108	0.06492146596858615	-0.2142011834319528	-0.24369831622994953	-0.21637116466716177	-0.22587012987013008	-0.07283856159143023	-0.08585217170434321	0.09608208955223946	-0.018723404255319594	0.021090689966857184	0.6698044895003622	-0.1292862585725165	-0.03693495038588759	-0.1281337047353759	-0.12358450999580568	0.017687074829932047	-0.14934168124482072	-0.0754716981132073	-0.06343283582089523	-0.05796157603386524	-0.0754716981132073	0.17603597815611938	0.05435297835361089	-0.03331700146986756	-0.09078771695594082	-0.1328558639212176	-0.06343283582089523	-0.2142011834319528	-0.1605022056328465	-0.1328558639212176	-0.00830876440632462	0.041959709142925815	0.09608208955223946	-0.053720966977404985	0.3617571059431526	-0.15885063702900531	-0.08869374313940745	-0.043687761002248804	-0.10767237656542306	-0.030430852666465617	0.3004091174751608	-0.18529727618861655	-0.09078771695594082	-0.11997618338791288	-0.15414082451659972	-0.03331700146986756	0.022537971582557183	0.010680907877169934	0.17603597815611938	-0.17901466716810788	-0.08195239529978943	-0.053720966977404985	-0.05733558178752103	-0.03401360544217679	1.0	0.21564074975932956	0.4979728785125122	0.07410553137275741	-0.03331700146986756	-0.043687761002248804	-0.17382198952879607	-0.1402621292251093	-0.1556842867487323	-0.031007751937984187	-0.04710315591144569	-0.07750472589792054	-0.045658377496941904	-0.18166461916461885	-0.1328558639212176	-0.05796157603386524	0.13424791768740776	-0.17958151299149194	0.022537971582557183	0.08416220351951029	-0.03331700146986756	0.13424791768740776	-0.142405063291139	-0.07283856159143023	-0.05733558178752103	-0.1444506413831563
cytoplasmic part	0.028910686628807428	-0.048098898815707405	-0.024057821373257616	0.03479881932577293	-0.11788661451077048	-0.11086261980830671	-0.17686257373825648	-0.086961166604348	-0.09265175718849841	-0.0983067041775042	-0.17258328782086296	-0.2160514730782255	0.2962962962962961	0.10836961780358008	-0.07868525896414338	-0.36306510734857733	-0.368317290966021	-0.28250000000000003	-0.31071959730008	0.0407230417618949	0.04717338382472273	0.01708870591890638	0.03481563538534574	0.028864690251654272	0.147295742232451	-0.13784149310251556	0.046923934391421965	-0.22778473091364204	-0.0677320351359932	-0.2533566841798016	-0.32526529152259437	-0.1944677284157586	-0.07146186111542636	-0.1967490687436505	-0.1944677284157586	0.023058314890112647	0.028910686628807428	0.017241379310344855	0.016933207902163697	-0.37030788696752415	-6.214074879601679E-4	-0.36306510734857733	-0.3159514867943114	-0.37030788696752415	0.04091661770204588	-0.07168774051676748	0.03479881932577293	0.028910686628807428	0.2761904761904762	-0.3141210374639769	-0.18315801316307595	-0.047351896649338684	-0.061106436684896945	0.04668368676079823	0.05871559633027522	-0.3577767398411957	-0.018814675446848533	-0.24066932479247002	-0.38109482500747827	0.017241379310344855	0.017241379310344855	-0.05456255879586076	0.023058314890112647	-0.1507652230543797	-0.06023029229406551	-0.0417139907072793	-0.18749999999999994	-0.2755399883245769	0.21564074975932956	1.0	0.07704518996719231	0.06727272727272723	-0.03540640394088666	0.005455762005249814	-0.2111553784860557	-0.20562926775106866	-0.17129705737300682	-0.08571428571428576	-0.12233191770999939	-0.1795792714212416	0.053035143769968034	-0.35391052462182165	-0.308489486051696	-0.1774466644090755	0.017241379310344855	-0.12968411702659188	-3.0788177339898404E-4	0.0051942655308539806	-0.03540640394088666	0.017241379310344855	-0.38012015292190066	-0.03033451070018694	-0.18749999999999994	-0.33077882730351094
mitochondrial membrane part	-0.04409769335142566	-0.05620753551575108	-0.04409769335142566	-0.050436469447137804	-0.0942832764505129	-0.08867667121418789	-0.10759265922993913	-0.09156944750165077	-0.08867667121418789	-0.08558664472137242	-0.13965980304386708	-0.12243150684931567	0.374485596707819	0.25698324022346347	-0.002932551319648066	-0.1313605196679892	-0.13050930460333013	-0.12469169635516575	-0.12677912493410678	-0.05620753551575108	-0.10150302557095404	0.0601357904946652	0.007570022710066971	0.03960981377475432	0.37033140452393437	-0.10150302557095404	-0.08558664472137242	-0.09756097560975609	-0.08227848101265976	-0.03980099502487576	-0.06325042881646695	-0.01460520310360518	-0.050436469447137804	0.023972602739726408	-0.01460520310360518	0.20692115590438853	0.1879240162822245	-0.02934537246049549	-0.06632653061224521	-0.06842159172385542	-0.050436469447137804	-0.09022013713460823	-0.04533057462616363	-0.06842159172385542	0.05899185560202514	-0.052667578659370266	0.2812803103782735	-0.04409769335142566	0.374485596707819	-0.06674984404242039	-0.021564913303220058	-0.03710310381733791	-0.07490832896804614	-0.061483890038428364	0.1154369725020429	-0.132182549065973	-0.06632653061224521	-0.09573071875241236	-0.06502691861078834	-0.02934537246049549	-0.02934537246049549	0.030612244897960685	0.08490902604352424	-0.10364464692482966	-0.061483890038428364	-0.04409769335142566	-0.0521172638436482	-0.03980099502487576	0.4979728785125122	0.07704518996719231	1.0	0.06275691970402854	-0.02934537246049549	-0.03710310381733791	-0.11436950146627563	-0.061435619926787276	-0.10941609679116304	-0.01646090534979408	-0.11279826464208154	0.012091898428053088	-0.010914051841745888	-0.03653115655055329	-0.0333913756017618	0.023972602739726408	-0.02934537246049549	-0.11586821582046808	-0.02934537246049549	0.049413218035823984	-0.02934537246049549	0.2279909706546284	-0.07162041181736756	-0.05620753551575108	-0.0521172638436482	-0.06141783730806913
